,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2019-01-04,0.3815180176673272,0.9291289849527017,0.7448809483830584,1.0114742662852616,1.1131158367215708,1.2302969397996406
2019-01-07,0.3894650518100216,0.9478468901621134,0.7601537621248589,1.0314723464909332,1.1291816101053906,1.2224268763357906
2019-01-08,0.39023801145454845,0.9445942369166099,0.7597214769651072,1.0297964552461711,1.1289714545988108,1.219773252587596
2019-01-09,0.39277283033209515,0.9484351633601511,0.7604304391436663,1.0322117384665408,1.1310065622343486,1.2140489171608215
2019-01-10,0.39176973100026397,0.9471433114715876,0.7601160554735403,1.0312160058072732,1.1294917215711693,1.2155234013751863
2019-01-11,0.3959357971594972,0.9568014253134968,0.7666794681792427,1.0396939769006779,1.1373629060330213,1.2110682870596237
2019-01-14,0.39324472649304193,0.9493819974747641,0.7624593481311035,1.0349716517624397,1.132510780692179,1.2141330359440032
2019-01-15,0.39622422959874576,0.960727163602301,0.7714889426522383,1.0476133208568084,1.1444315787249812,1.2177138494437538
2019-01-16,0.3952791395358609,0.9572726838762617,0.77052592329321,1.0463707220789256,1.1445286208291678,1.2207216458598875
2019-01-17,0.39395959453177865,0.947118670711301,0.7615322619327548,1.0342681579796336,1.1348182130418625,1.2144398890122408
2019-01-18,0.39461554027938195,0.9529752566540384,0.7667979940696471,1.0421083992766753,1.1430832951944714,1.2212628182079541
2019-01-21,0.39740375857960825,0.9586443208113427,0.7708806642175773,1.0481435982194371,1.1494001734023742,1.2193827051923372
2019-01-22,0.3943877321730539,0.9481320960442483,0.7635742932565541,1.0388876323716667,1.1420852393921213,1.2208766851744395
2019-01-23,0.3949351423453101,0.9511560445597081,0.764896019721038,1.0409314567089758,1.1440755250607424,1.221309702043703
2019-01-24,0.3955275923504247,0.955378837698966,0.7687109184331251,1.0466847541373643,1.1502213639576535,1.2260383230386278
2019-01-25,0.38975559881448063,0.9459138496569846,0.7629580823117251,1.0414853940956066,1.1474753402715105,1.2410030562337064
2019-01-28,0.38368544308828245,0.9382088277982452,0.7585724105123492,1.0357469591797765,1.1446209349255723,1.2572437022359428
2019-01-29,0.3734682851422791,0.9166406148604235,0.7446861687813338,1.0173225632484457,1.12947086031459,1.2740821021967796
2019-01-30,0.36356038400739227,0.901347560547885,0.7358874116159422,1.0080315314872776,1.12947086031459,1.2740821021967796
